question,answer
уголок 75 х 75 х 7 ст,eydudW1fbWF0JzogJzkwMTcnLCAnbmFtZV9tYXQnOiAn0LvQtdC90YLQsCDRhdC6IDEuNSA2MjUg0YHRgiAzINC/0YEv0YHQvycsICd0cnVlX2VpJzogJ9Co0KInLCAndHJ1ZV92YWx1ZSc6ICcxLjAwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
уголок 80 х 80 х 7 ст,eydudW1fbWF0JzogJzkwNDAnLCAnbmFtZV9tYXQnOiAn0LHQsNC70LrQsCDQvdC70LMgMTIg0LEgMSAxMiDQvCAwOSDQsyAyINGBIDU3ODM3JywgJ3RydWVfZWknOiAn0KjQoicsICd0cnVlX3ZhbHVlJzogJzIuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
лист 25 1.5 0.5,eydudW1fbWF0JzogJzE3MjYzJywgJ25hbWVfbWF0JzogJ9C60YDRg9CzIDQ1INC90LXQvNC10YAgMzgg0YXQs9C9JywgJ3RydWVfZWknOiAn0KjQoicsICd0cnVlX3ZhbHVlJzogJzEuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
арматура а 0.5 с 12 id позиции 4050,eydudW1fbWF0JzogJzk1NjY0JywgJ25hbWVfbWF0JzogJ9Cw0YDQvNCw0YLRg9GA0LAgMTIgMTEuNyDQvCDQsCA1MDAg0YEgMzQwMjgtMTYnLCAndHJ1ZV9laSc6ICfQoicsICd0cnVlX3ZhbHVlJzogJzE2LjAwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
арматура а 0.5 с 16 id позиции 4051,eydudW1fbWF0JzogJzk1NjY2JywgJ25hbWVfbWF0JzogJ9Cw0YDQvNCw0YLRg9GA0LAgMTYgMTEuNyDQvCDQsCA1MDAg0YEgMzQwMjgtMTYnLCAndHJ1ZV9laSc6ICfQoicsICd0cnVlX3ZhbHVlJzogJzQuMTAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
сталь полосовая горячекатаная сечение4 х 50 120 id позиции 9673102,eydudW1fbWF0JzogJzUxNjInLCAnbmFtZV9tYXQnOiAn0LHQsNC70LrQsCDQvdC70LMgNTAg0YggMiAxMiDQvCDRgSAzNTUtMyA1NzgzNycsICd0cnVlX2VpJzogJ9CiJywgJ3RydWVfdmFsdWUnOiAnMC4yMjAnLCAnc3BlY19tYXQnOiAnRmFsc2UnfQ==
сталь полосовая горячекатаная сечение4 х 40 360 id позиции 9673103,eydudW1fbWF0JzogJzUxNTcnLCAnbmFtZV9tYXQnOiAn0LHQsNC70LrQsCDQvdC70LMgNDUg0YggMSAxMiDQvCDRgSAzNTUtMyA1NzgzNycsICd0cnVlX2VpJzogJ9CiJywgJ3RydWVfdmFsdWUnOiAnMC41MTAnLCAnc3BlY19tYXQnOiAnRmFsc2UnfQ==
уголок 5 х 50 х 50 l 2.0 8 id позиции 9673104,eydudW1fbWF0JzogJzg4ODInLCAnbmFtZV9tYXQnOiAn0LvQuNGB0YIg0L3Qu9CzIDE2IDEuOCDQvCA2LjUg0Lwg0YHRgCAwOSDQsyAyINGBIDE5MjgxJywgJ3RydWVfZWknOiAn0KInLCAndHJ1ZV92YWx1ZSc6ICcwLjA5NicsICdzcGVjX21hdCc6ICdGYWxzZSd9
круг стальной оц d 10 440 id позиции 9673106,eydudW1fbWF0JzogJzg0OTgwJywgJ25hbWVfbWF0JzogJ9C60YDRg9CzINC+0YYgMTAg0L3QtdC80LXRgCDRgdGCIDMg0L/RgS/RgdC/JywgJ3RydWVfZWknOiAn0KInLCAndHJ1ZV92YWx1ZSc6ICcwLjA5NicsICdzcGVjX21hdCc6ICdGYWxzZSd9
труба 0.1 х 0.1 х 4 2.,eydudW1fbWF0JzogJzkxMTYxJywgJ25hbWVfbWF0JzogJ9GC0YDRg9Cx0LAg0Y0v0YEg0L3QtdC60L7QvdC0JywgJ3RydWVfZWknOiAnJywgJ3RydWVfdmFsdWUnOiAnMTguMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
труба 80 х 40 х 3 3.,eydudW1fbWF0JzogJzkxOTg1JywgJ25hbWVfbWF0JzogJ9GC0YDRg9Cx0LAg0L3QtdGA0LYg0L/RgNC+0YQgODAgNDAgMycsICd0cnVlX2VpJzogJycsICd0cnVlX3ZhbHVlJzogJzEwOC4wMDAnLCAnc3BlY19tYXQnOiAnRmFsc2UnfQ==
труба 60 х 40 х 3 4.,eydudW1fbWF0JzogJzk1NzU5JywgJ25hbWVfbWF0JzogJ9GC0YDRg9Cx0LAg0L3QtdGA0LYg0L/RgNC+0YQgNjAgNDAgMycsICd0cnVlX2VpJzogJycsICd0cnVlX3ZhbHVlJzogJzEzMi4wMDAnLCAnc3BlY19tYXQnOiAnRmFsc2UnfQ==
профиль сп 20 l 2.3 . 5. саморезы кровельные самосверлящиеся доставка в г екатеринбург ул совхозная 19,eydudW1fbWF0JzogJzYwNzg2JywgJ25hbWVfbWF0JzogJ9C/0YDQvtGE0LjQu9GMINCz0LrQuyDQv9C9IDIwIDE5IDAuNDUgMyDQvCcsICd0cnVlX2VpJzogJ9Co0KInLCAndHJ1ZV92YWx1ZSc6ICc1MDAuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
лист гк s 2 1.25 х 2.5,eydudW1fbWF0JzogJzE2OTc3JywgJ25hbWVfbWF0JzogJ9C70LXQvdGC0LAg0YXQuiAwLjggODc2LjUgMDgg0L/RgS/RgdC/JywgJ3RydWVfZWknOiAn0KjQoicsICd0cnVlX3ZhbHVlJzogJzE2Ny4wMDAnLCAnc3BlY19tYXQnOiAnRmFsc2UnfQ==
лист гк s 2.5 1.25 х 2.5,eydudW1fbWF0JzogJzE3MDI4JywgJ25hbWVfbWF0JzogJ9C70LjRgdGCINCz0LogMi41IDEuMjUg0LwgMi41INC8INGB0YIgMyDQv9GBIDUv0YHQvyA1IDE2NTIzJywgJ3RydWVfZWknOiAn0KjQoicsICd0cnVlX3ZhbHVlJzogJzEwMS4wMDAnLCAnc3BlY19tYXQnOiAnRmFsc2UnfQ==
уголок 63 х 6 12,eydudW1fbWF0JzogJzg5NDYnLCAnbmFtZV9tYXQnOiAn0LvQuNGB0YIg0L3Qu9CzIDE4IDEuODQg0LwgOC42NSDQvCDRgdGAIDA5INCzIDIg0YEgMTkyODEnLCAndHJ1ZV9laSc6ICfQqNCiJywgJ3RydWVfdmFsdWUnOiAnOTMuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
уголок 50 х 5 12,eydudW1fbWF0JzogJzg4ODInLCAnbmFtZV9tYXQnOiAn0LvQuNGB0YIg0L3Qu9CzIDE2IDEuOCDQvCA2LjUg0Lwg0YHRgCAwOSDQsyAyINGBIDE5MjgxJywgJ3RydWVfZWknOiAn0KjQoicsICd0cnVlX3ZhbHVlJzogJzEwLjAwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
уголок 75 х 8 12,eydudW1fbWF0JzogJzg5OTcnLCAnbmFtZV9tYXQnOiAn0LHQsNC70LrQsCDQvdC70LMgNjAg0LEgMiA4LjUg0Lwg0YEgMzQ1IDU3ODM3JywgJ3RydWVfZWknOiAn0KjQoicsICd0cnVlX3ZhbHVlJzogJzEyLjAwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
труба 0.1 х 50 х 4 12,eydudW1fbWF0JzogJzc5MTQnLCAnbmFtZV9tYXQnOiAn0LrRgNGD0LMgNDUg0L3QtdC80LXRgCDRgyA4INGDIDknLCAndHJ1ZV9laSc6ICfQnCcsICd0cnVlX3ZhbHVlJzogJzIyLjAwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
лист хк 2.0 х 1250 х 2.5 19904 ст 3 380 0.2,eydudW1fbWF0JzogJzE2OTc3JywgJ25hbWVfbWF0JzogJ9C70LXQvdGC0LAg0YXQuiAwLjggODc2LjUgMDgg0L/RgS/RgdC/JywgJ3RydWVfZWknOiAn0KjQoicsICd0cnVlX3ZhbHVlJzogJzIwMC4wMDAnLCAnc3BlY19tYXQnOiAnRmFsc2UnfQ==
лист цинк 1 1250 2.5,eydudW1fbWF0JzogJzIwNDE0JywgJ25hbWVfbWF0JzogJ9C70LjRgdGCINC+0YYgMSDQvdC10LrQvtC90LQnLCAndHJ1ZV9laSc6ICfQutCzJywgJ3RydWVfdmFsdWUnOiA1MDAsICdzcGVjX21hdCc6ICdGYWxzZSd9
лист 0.7 мral 1014 2 1.25 и отдельный счёт на проф,eydudW1fbWF0JzogJzk2MjU5JywgJ25hbWVfbWF0JzogJ9C70LjRgdGCINC+0YYg0L/QvtC70LjQvNC10YAgMC40IDEuMjUg0Lwg0YDRg9C7IHpuIDQwINC/0Y0gcmFsIDUwMCcsICd0cnVlX2VpJzogJ9C60LMnLCAndHJ1ZV92YWx1ZSc6IDUwMCwgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
лист с 8 синий 2 500 мпг,eydudW1fbWF0JzogJzU5NDgzJywgJ25hbWVfbWF0JzogJ9C70LjRgdGCINC/0L7Qu9C40LzQtdGAINC60LLQvCAwLjcg0L/RjSDQsiDQv9C7IHJhbCAxMDE0JywgJ3RydWVfZWknOiAn0LrQsycsICd0cnVlX3ZhbHVlJzogNTAwLCAnc3BlY19tYXQnOiAnRmFsc2UnfQ==
арматура а i ø 8 м104 п,eydudW1fbWF0JzogJzk1NjAyJywgJ25hbWVfbWF0JzogJ9Cw0YDQvNCw0YLRg9GA0LAgOCA2INC8INCwIDI0MCAzNDAyOCAxNicsICd0cnVlX2VpJzogJycsICd0cnVlX3ZhbHVlJzogJzEwNC4wMDAnLCAnc3BlY19tYXQnOiAnRmFsc2UnfQ==
труба профильная 100 100 4 мдлина 4,eydudW1fbWF0JzogJzc5MDMnLCAnbmFtZV9tYXQnOiAn0LvQtdC90YLQsCDQvtGGIDAuOTUgNjUnLCAndHJ1ZV9laSc6ICcnLCAndHJ1ZV92YWx1ZSc6ICc4LjAwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
труба профильная 50 50 3 мдлина 12,eydudW1fbWF0JzogJzgxNzInLCAnbmFtZV9tYXQnOiAn0LvQuNGB0YIg0LPQuiA1MCAxLjUg0LwgNi4zINC8INGB0YAg0YHRgiAzINC/0YEgNSDRgdC/IDUgMTQ2MzcnLCAndHJ1ZV9laSc6ICcnLCAndHJ1ZV92YWx1ZSc6ICc2LjAwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
труба профильная 50 50 3 мдлина 9,eydudW1fbWF0JzogJzg4MzM5JywgJ25hbWVfbWF0JzogJ9GC0YDRg9Cx0LAg0L/RgNC+0YTQuNC70YzQvdCw0Y8gNTAgNTAgMyDRgtGDJywgJ3RydWVfZWknOiAnJywgJ3RydWVfdmFsdWUnOiAnMTcuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
лист 4 1.5 3.0,eydudW1fbWF0JzogJzE3NzI3JywgJ25hbWVfbWF0JzogJ9C70LjRgdGCINCz0LogNCAxLjUg0LwgMyDQvCDRgdGCIDMg0L/RgSA1INGB0L8gNSAxNDYzNycsICd0cnVlX2VpJzogJycsICd0cnVlX3ZhbHVlJzogJzEuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
труба эс 273 8,eydudW1fbWF0JzogJzc3NzQnLCAnbmFtZV9tYXQnOiAn0LrQvtC90YLRgNCz0LDQudC60LAgMTUg0LTRgycsICd0cnVlX2VpJzogJ9CiJywgJ3RydWVfdmFsdWUnOiAnMC42MjQnLCAnc3BlY19tYXQnOiAnRmFsc2UnfQ==
лист 25 09 г 2 с 12,eydudW1fbWF0JzogJzE5MTA2JywgJ25hbWVfbWF0JzogJ9C70LXQvdGC0LAg0LPQuiAxLjggMjM0Ljkg0YHRgiAzINC/0YEgNSDRgdC/IDUnLCAndHJ1ZV9laSc6ICfQoicsICd0cnVlX3ZhbHVlJzogJzEuNzY2JywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
лист 20,eydudW1fbWF0JzogJzE3MDkxJywgJ25hbWVfbWF0JzogJ9C70LjRgdGCINCz0LogMjAgMS41INC8IDYg0Lwg0YHRgiAzINC/0YEgNSDRgdC/IDUgMTQ2MzcnLCAndHJ1ZV9laSc6ICfQoicsICd0cnVlX3ZhbHVlJzogJzIuODI2JywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
лист 10,eydudW1fbWF0JzogJzE2NDI4JywgJ25hbWVfbWF0JzogJ9C70LjRgdGCINCz0LogMTAgMS41INC8IDYg0Lwg0YHRgiAzINC/0YEgNSDRgdC/IDUgMTQ2MzcnLCAndHJ1ZV9laSc6ICfQoicsICd0cnVlX3ZhbHVlJzogJzAuNzA2JywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
круг ф 25 а 1,eydudW1fbWF0JzogJzE5MTAnLCAnbmFtZV9tYXQnOiAn0LrRgNGD0LMgMTAwINC90LXQvNC10YAgNDAg0YXQvSAyINC80LAnLCAndHJ1ZV9laSc6ICfQoicsICd0cnVlX3ZhbHVlJzogJzAuNTAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
арматура ф 20 а 1,eydudW1fbWF0JzogJzk1NjEzJywgJ25hbWVfbWF0JzogJ9Cw0YDQvNCw0YLRg9GA0LAgMjAgMTEuNyDQvCDQsCAyNDAgMzQwMjggMTYnLCAndHJ1ZV9laSc6ICcnLCAndHJ1ZV92YWx1ZSc6ICcwLjMwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
труба проф 50 25 2,eydudW1fbWF0JzogJzgxNTQnLCAnbmFtZV9tYXQnOiAn0LvQtdC90YLQsCDQvtGGIDAuMyAxNjEnLCAndHJ1ZV9laSc6ICfQoicsICd0cnVlX3ZhbHVlJzogJzAuNDM5JywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
труба проф 60 30 2,eydudW1fbWF0JzogJzgxNzknLCAnbmFtZV9tYXQnOiAn0LvQuNGB0YIg0LPQuiA1MCAxLjUg0Lwg0YQgMSAzMCDRhdCz0YHQsCAxMTI2OScsICd0cnVlX2VpJzogJ9CiJywgJ3RydWVfdmFsdWUnOiAnMC4wMzInLCAnc3BlY19tYXQnOiAnRmFsc2UnfQ==
труба вгп 20 2.8,eydudW1fbWF0JzogJzcyMzcnLCAnbmFtZV9tYXQnOiAn0LvQtdC90YLQsCDQvdC10YDQttCw0LLQtdGO0YnQsNGPIDEuMCAxMDAgMTIg0YUgMTgg0L0gOScsICd0cnVlX2VpJzogJ9CiJywgJ3RydWVfdmFsdWUnOiAnMC4wNDAnLCAnc3BlY19tYXQnOiAnRmFsc2UnfQ==
швеллер 12 п,eydudW1fbWF0JzogJzU4MzInLCAnbmFtZV9tYXQnOiAn0LvQtdC90YLQsCDQv9C+0LvQuNC80LXRgCAwLjQ1IDIwMiDQv9GNIHJhbCA3MDA0JywgJ3RydWVfZWknOiAn0KInLCAndHJ1ZV92YWx1ZSc6ICcwLjUwNCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
швеллер 18 п,eydudW1fbWF0JzogJzU5MDknLCAnbmFtZV9tYXQnOiAn0LvQtdC90YLQsCDQvtGGIDAuNSA3NjAnLCAndHJ1ZV9laSc6ICfQoicsICd0cnVlX3ZhbHVlJzogJzAuMTk3JywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
уголок стальной 50 50 5 l 6,eydudW1fbWF0JzogJzkwMDcnLCAnbmFtZV9tYXQnOiAn0LvQuNGB0YIg0LPQuiAxMiAxLjg0INC8IDYg0Lwg0YHRgCDRgdGCIDMg0L/RgSA1INGB0L8gNSAxNDYzNycsICd0cnVlX2VpJzogJ9Co0KInLCAndHJ1ZV92YWx1ZSc6ICcxNC4wMDAnLCAnc3BlY19tYXQnOiAnRmFsc2UnfQ==
труба 140 140 5,eydudW1fbWF0JzogJzc5NTQnLCAnbmFtZV9tYXQnOiAn0LvQuNGB0YIg0LPQuiA1IDAuNzUg0LwgMS41INC8INGB0YAg0YHRgiAzINC/0YEgNSDRgdC/IDUgMTQ2MzcnLCAndHJ1ZV9laSc6ICcnLCAndHJ1ZV92YWx1ZSc6ICc4LjAwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
уголок гк 125 80 8 с 245 гост 8509 93 в,eydudW1fbWF0JzogJzg1MjAnLCAnbmFtZV9tYXQnOiAn0LvQuNGB0YIg0LPQuiA4IDIg0LwgNi44INC8INGB0YAg0YHRgiAzINC/0YEgNSDRgdC/IDUgMTQ2MzcnLCAndHJ1ZV9laSc6ICfQqNCiJywgJ3RydWVfdmFsdWUnOiAnMy41MDAnLCAnc3BlY19tYXQnOiAnRmFsc2UnfQ==
труба эс 273 8 со снятой фаской,eydudW1fbWF0JzogJzc3NzQnLCAnbmFtZV9tYXQnOiAn0LrQvtC90YLRgNCz0LDQudC60LAgMTUg0LTRgycsICd0cnVlX2VpJzogJycsICd0cnVlX3ZhbHVlJzogJzEuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
арматура 10 а 240,eydudW1fbWF0JzogJzk1NjA4JywgJ25hbWVfbWF0JzogJ9Cw0YDQvNCw0YLRg9GA0LAgMTAgMTEuNyDQvCDQsCAyNDAgMzQwMjggMTYnLCAndHJ1ZV9laSc6ICcnLCAndHJ1ZV92YWx1ZSc6ICc2LjM0MicsICdzcGVjX21hdCc6ICdGYWxzZSd9
арматура 10 а 240,eydudW1fbWF0JzogJzk1NjA4JywgJ25hbWVfbWF0JzogJ9Cw0YDQvNCw0YLRg9GA0LAgMTAgMTEuNyDQvCDQsCAyNDAgMzQwMjggMTYnLCAndHJ1ZV9laSc6ICcnLCAndHJ1ZV92YWx1ZSc6ICcxLjM1MCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
труба 8 сталь .5 ст3,eydudW1fbWF0JzogJzc1MzknLCAnbmFtZV9tYXQnOiAnNzUzOScsICd0cnVlX2VpJzogJ3N0cicsICd0cnVlX3ZhbHVlJzogMCwgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
лист оц 0.5 пакет пвл 408,eydudW1fbWF0JzogJzU5NjMzJywgJ25hbWVfbWF0JzogJ9C70LjRgdGCINC/0LLQuyA0MDgg0L/QsiAyINGB0YIgMyDQv9GBIDUg0YHQvyA1JywgJ3RydWVfZWknOiAn0KInLCAndHJ1ZV92YWx1ZSc6ICczLjAwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
сетка кл 3 100 100 1 2,eydudW1fbWF0JzogJzk5MDY0JywgJ25hbWVfbWF0JzogJ9GB0LXRgtC60LAg0LDRgNC80LDRgtGD0YDQvdCw0Y8gINC8IDIgIDUg0LLRgCAxIDEwMCAxMDAgMiDQvCAzINC8INGIIDInLCAndHJ1ZV9laSc6ICfQqNCiJywgJ3RydWVfdmFsdWUnOiAnNTAwLjAwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
уголок 125 125 8,eydudW1fbWF0JzogJzg0ODInLCAnbmFtZV9tYXQnOiAn0LvQtdC90YLQsCDQvtGGIDEuOSAzMjgnLCAndHJ1ZV9laSc6ICfQoicsICd0cnVlX3ZhbHVlJzogJzMuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
лист 14 мс 345,eydudW1fbWF0JzogJzE2NzAxJywgJ25hbWVfbWF0JzogJ9C70LjRgdGCINCz0LogMTQgMS41INC8IDYg0Lwg0YHRgiAzINC/0YEgNSDRgdC/IDUgMTQ2MzcnLCAndHJ1ZV9laSc6ICfQqNCiJywgJ3RydWVfdmFsdWUnOiAnNC4wMDAnLCAnc3BlY19tYXQnOiAnRmFsc2UnfQ==
лист 10 мс 345,eydudW1fbWF0JzogJzE2NDI4JywgJ25hbWVfbWF0JzogJ9C70LjRgdGCINCz0LogMTAgMS41INC8IDYg0Lwg0YHRgiAzINC/0YEgNSDRgdC/IDUgMTQ2MzcnLCAndHJ1ZV9laSc6ICfQqNCiJywgJ3RydWVfdmFsdWUnOiAnMS4wMDAnLCAnc3BlY19tYXQnOiAnRmFsc2UnfQ==
уголок 90 8 ст3,eydudW1fbWF0JzogJzkwODUnLCAnbmFtZV9tYXQnOiAn0LvQtdC90YLQsCDQvtGGIDAuNTUgMzk2JywgJ3RydWVfZWknOiAn0JrQkycsICd0cnVlX3ZhbHVlJzogJzc2MC4wMDAnLCAnc3BlY19tYXQnOiAnRmFsc2UnfQ==
уголок 140 9 ст3,eydudW1fbWF0JzogJzg1NjYnLCAnbmFtZV9tYXQnOiAn0LvQuNGB0YIg0LPQuiA5IDEuNSDQvCA2INC8INC80L7RgNGB0Log0YDQtdCzINGA0YHQtCAzMiA1NTIxJywgJ3RydWVfZWknOiAn0KInLCAndHJ1ZV92YWx1ZSc6ICcxLjQwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
швеллер 16 у ст3,eydudW1fbWF0JzogJzU4OTQnLCAnbmFtZV9tYXQnOiAn0LvQtdC90YLQsCDRhdC6IDAuOSA2MCAwOCDQv9GBINGB0L8nLCAndHJ1ZV9laSc6ICfQoicsICd0cnVlX3ZhbHVlJzogJzIuNjAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
балка 25 ш 1 с 245,eydudW1fbWF0JzogJzg2MScsICduYW1lX21hdCc6ICfQsNGA0LzQsNGC0YPRgNCwIDEyIDYuMzcg0Lwg0LAgODAwIDM0MDI4IDE2JywgJ3RydWVfZWknOiAn0KjQoicsICd0cnVlX3ZhbHVlJzogJzEuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
проволока пружинная 60 с 2 а ф 2 мгост 14963 78,eydudW1fbWF0JzogJzEwNzE1OScsICduYW1lX21hdCc6ICfQv9GA0L7QstC+0LvQvtC60LAgZCAxLjQg0LHRg9GF0YLQsCDRhSAxNSDQvSA2MCcsICd0cnVlX2VpJzogJ9Ca0JMnLCAndHJ1ZV92YWx1ZSc6ICczLjAwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
проволока пружинная 60 с 2 а ф 1 мгост 14963 78,eydudW1fbWF0JzogJzEwNzE1OScsICduYW1lX21hdCc6ICfQv9GA0L7QstC+0LvQvtC60LAgZCAxLjQg0LHRg9GF0YLQsCDRhSAxNSDQvSA2MCcsICd0cnVlX2VpJzogJ9Ca0JMnLCAndHJ1ZV92YWx1ZSc6ICcyLjAwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
проволока пружинная 60 с 2 а ф 0.8 мгост 14963 78,eydudW1fbWF0JzogJzEwNzE1OScsICduYW1lX21hdCc6ICfQv9GA0L7QstC+0LvQvtC60LAgZCAxLjQg0LHRg9GF0YLQsCDRhSAxNSDQvSA2MCcsICd0cnVlX2VpJzogJ9Ca0JMnLCAndHJ1ZV92YWx1ZSc6ICc1LjAwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
арматура 12 а iii гост 34028 2016 25 г 2 с l 12 гост 34028 2016,eydudW1fbWF0JzogJzE3NycsICduYW1lX21hdCc6ICfQsNGA0LzQsNGC0YPRgNCwIDEyIDExLjcg0Lwg0LAgaWlpIDI1INCzIDIg0YEgNTc4MSA4MicsICd0cnVlX2VpJzogJ9CiJywgJ3RydWVfdmFsdWUnOiAnNS4wMDAnLCAnc3BlY19tYXQnOiAnRmFsc2UnfQ==
арматура 14 а iii гост 34028 2016 25 г 2 с l 12 гост 34028 2016,eydudW1fbWF0JzogJzIzNCcsICduYW1lX21hdCc6ICfQsNGA0LzQsNGC0YPRgNCwIDE0IDExLjcg0Lwg0LAgaWlpIDI1INCzIDIg0YEgNTc4MSA4MicsICd0cnVlX2VpJzogJ9CiJywgJ3RydWVfdmFsdWUnOiAnNS4wMDAnLCAnc3BlY19tYXQnOiAnRmFsc2UnfQ==
арматура 14 а 1 гост 5781 82 стзсп l 12 мгост 5781 82,eydudW1fbWF0JzogJzgxOTIyJywgJ25hbWVfbWF0JzogJ9Cw0YDQvNCw0YLRg9GA0LAgMTQgMTIg0Lwg0LAgaSDRgdGCIDMg0L/RgSDRgdC/IDU3ODEgODInLCAndHJ1ZV9laSc6ICfQoicsICd0cnVlX3ZhbHVlJzogJzEuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
арматура 16 а 1 гост 5781 82 стзсп l 12 мгост 5781 82,eydudW1fbWF0JzogJzc4MDEzJywgJ25hbWVfbWF0JzogJ9Cw0YDQvNCw0YLRg9GA0LAgMTYgMTIg0Lwg0LAgaSDRgdGCIDMg0L/RgSDRgdC/IDU3ODEgODInLCAndHJ1ZV9laSc6ICfQoicsICd0cnVlX3ZhbHVlJzogJzEuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
швеллер 40 ст 09 г 2 с гост 8240 97,eydudW1fbWF0JzogJzEwMjA3MycsICduYW1lX21hdCc6ICfRiNCy0LXQu9C70LXRgCDQvdC70LMgNDAg0L8gMTIg0LwgMDkg0LMgMiDRgSA4MjQwJywgJ3RydWVfZWknOiAn0KInLCAndHJ1ZV92YWx1ZSc6ICc2LjY5OScsICdzcGVjX21hdCc6ICdGYWxzZSd9
швеллер 27 у гост 8240 97 ст3,eydudW1fbWF0JzogJzYwNTMnLCAnbmFtZV9tYXQnOiAn0LvQtdC90YLQsCDQvtGGIDEuMCA0NzUnLCAndHJ1ZV9laSc6ICfQoicsICd0cnVlX3ZhbHVlJzogJzEuMjU2JywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
арматура 18 а 500 с,eydudW1fbWF0JzogJzk1NjY3JywgJ25hbWVfbWF0JzogJ9Cw0YDQvNCw0YLRg9GA0LAgMTggMTEuNyDQvCDQsCA1MDAg0YEgMzQwMjggMTYnLCAndHJ1ZV9laSc6ICfQoicsICd0cnVlX3ZhbHVlJzogJzE1LjAwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
арматура 10 а 1,eydudW1fbWF0JzogJzk1NjA4JywgJ25hbWVfbWF0JzogJ9Cw0YDQvNCw0YLRg9GA0LAgMTAgMTEuNyDQvCDQsCAyNDAgMzQwMjggMTYnLCAndHJ1ZV9laSc6ICcnLCAndHJ1ZV92YWx1ZSc6ICcxLjAwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
проволока 5 вр 1 в бухтах,eydudW1fbWF0JzogJzU0NzcnLCAnbmFtZV9tYXQnOiAn0LvQtdC90YLQsCDQv9C+0LvQuNC80LXRgCAxLjEgMTA5INC/0Y0gcmFsIDEwMTUnLCAndHJ1ZV9laSc6ICcnLCAndHJ1ZV92YWx1ZSc6ICczLjAwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
проволока 5 вр в бухтах тяга подвеса 500 м100,eydudW1fbWF0JzogJzEwNzM2NScsICduYW1lX21hdCc6ICfQv9GA0L7QstC+0LvQvtC60LAgZCAyLjcg0LHRg9GF0YLQsCDQstGAIDEnLCAndHJ1ZV9laSc6ICcnLCAndHJ1ZV92YWx1ZSc6ICcxMDAuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
профиль пп 60 270.6 3.0 1224576,eydudW1fbWF0JzogJzExMTM3NycsICduYW1lX21hdCc6ICfQv9GA0L7RhNC40LvRjCDQs9C60Lsg0L/QvyA2MCAyNyAwLjYgMyDQvCDRjSAxMTgg0L/RjScsICd0cnVlX2VpJzogJycsICd0cnVlX3ZhbHVlJzogJzEuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
